year,county_code,district_code,school_code,charter_num,total_enrollment,frpm,foster,tribal_foster_youth,homeless,migrant_program,direct_certification,unduplicated_frpm_eligible_count,english_learner,calpads_upc_count,charter_dummy,school_type_num,ed_option_type_num,nslp_status_num,charter_funding_num,irc_num,low_grade_num,high_grade_num,calpads_fall1_cert_num,cds
22,10,10108,0140186,2101,139,87,1,0,0,0,61,90,32,95,,6,10,,1,1,14,8,1,10101080140186
22,10,10108,0109991,0746,1444,1226,22,0,29,6,963,1325,159,1330,,12,10,,1,1,14,12,1,10101080109991
22,10,10108,6085112,0195,456,437,3,0,0,28,365,438,90,439,,6,10,,1,1,14,6,1,10101086085112
22,10,10108,0111682,0787,63,32,0,0,0,0,7,33,0,33,,12,10,,1,1,14,12,1,10101080111682
22,10,10108,0127514,1503,371,175,8,0,15,0,240,283,24,285,,6,10,,1,1,14,8,1,10101080127514
22,10,10108,0000000,,745,603,45,0,9,2,292,607,132,620,,16,,,,,,,1,10101080000000
22,10,61994,0000000,,178,138,4,0,0,9,101,138,47,141,,16,,,,,,,1,10619940000000
22,10,62026,0000000,,34,15,0,0,28,0,8,31,0,31,,16,,,,,,,1,10620260000000
22,10,62042,0000000,,124,110,1,0,1,9,58,113,81,117,,16,,,,,,,1,10620420000000
22,10,62109,0000000,,250,51,2,0,3,0,45,56,11,58,,16,,,,,,,1,10621090000000
22,10,62117,0118018,1006,745,365,1,0,0,0,246,365,19,370,,12,10,,2,0,14,12,1,10621170118018
22,10,62117,0000000,,41954,20217,216,0,42,37,11345,20318,2023,20683,,16,,,,,,,1,10621170000000
22,10,62125,0000000,,4431,3728,21,0,40,105,2607,3807,1867,3923,,16,,,,,,,1,10621250000000
22,10,62158,0000000,,2557,2010,11,0,3,28,1256,2039,464,2080,,16,,,,,,,1,10621580000000
22,10,62166,0133942,1792,270,77,2,0,20,0,187,216,60,228,,6,10,,1,1,14,8,1,10621660133942
22,10,62166,0140806,2115,136,75,1,0,12,0,88,109,25,112,,7,10,,1,1,7,12,1,10621660140806
22,10,62166,0106740,0662,336,157,10,0,22,0,210,257,48,266,,6,10,,1,1,14,8,1,10621660106740
22,10,62166,1030840,0378,350,312,13,0,6,0,262,328,18,328,,7,10,,1,1,7,12,1,10621661030840
22,10,62166,0140038,2099,313,36,0,0,2,0,85,98,5,100,,12,10,,1,1,14,12,1,10621660140038
22,10,62166,0140764,2113,185,174,0,0,0,0,124,176,0,176,,6,10,,1,1,14,8,1,10621660140764
22,10,62166,0121533,1172,349,130,0,0,0,0,96,142,25,147,,6,10,2,2,0,14,5,1,10621660121533
22,10,62166,1030642,0149,168,5,3,0,14,0,136,140,14,143,,7,10,,1,1,9,12,1,10621661030642
22,10,62166,0114355,0898,334,220,2,0,0,0,187,248,22,251,,12,10,,1,1,14,12,1,10621660114355
22,10,62166,0114553,0890,487,75,0,0,3,0,79,87,1,87,,7,10,,1,1,9,12,1,10621660114553
22,10,62166,0000000,,69516,59303,765,0,298,858,44553,60442,13910,61197,,16,,,,,,,1,10621660000000
22,10,62240,0000000,,2189,1437,14,0,86,0,927,1541,261,1562,,16,,,,,,,1,10622400000000
22,10,62257,0000000,,1219,769,9,0,27,0,442,793,102,799,,16,,,,,,,1,10622570000000
22,10,62265,0116640,1074,245,132,0,0,0,4,168,200,47,205,,7,10,2,2,0,14,12,1,10622650116640
22,10,62265,0126292,1513,244,163,0,0,1,6,115,172,6,173,,7,10,2,2,0,9,12,1,10622650126292
22,10,62265,0000000,,9181,7097,39,0,33,329,5783,7917,2746,8033,,16,,,,,,,1,10622650000000
